query_id,query,AP@10,AP@20,NDCG@10,NDCG@20
126,"swine flu vaccine
",0.5875396825396825,0.6830447740683809,0.42150111552179875,0.530448096191484
127,"rare cosmic event
",0.398531746031746,0.36645872380973,0.6224331701116694,0.6224331701116694
128,"godhra train attack
",0.7382539682539683,0.5028812647620697,0.8854241009314676,0.8854241009314676
129,"michael jackson s untimely death
",0.7071031746031746,0.8201130171428159,0.5566893415676994,0.6461855178482026
130,"price hike petroleum product
",0.634920634920635,0.485135828868414,0.6355682326683225,0.8348219350961542
131,"abduction murder journalist
",0.5642063492063492,0.6936189221425291,0.5220649117933779,0.5974607001357858
132,"barack obama s victory
",0.1491269841269841,0.17487920253980624,0.21260571969968306,0.3110779898403261
133,"torture abu ghraib prison
",0.9788888888888889,0.9535058742856728,0.8199695219009209,0.841347586005879
134,"ban slapped simi
",0.40246031746031746,0.30213199360838683,0.47604642428391625,0.6642475911480449
135,"india s agriculture friendly central budget
",0.0,0.0,0.0,0.0
136,"piracy world entertainment
",0.9452777777777779,0.8660180997622952,0.658093620124061,0.6776966731943749
137,"the death ltte head
",0.5914682539682541,0.5269558990630971,0.3816832063561549,0.4670081315214325
138,"india s woman s reservation bill
",0.0815079365079365,0.12851140367200736,0.2880913528486689,0.3620663201378478
139,"vanquishing somali pirate
",0.7425396825396826,0.8043927009522986,0.3808235133189888,0.5300819702225402
140,"search life water space
",0.8071031746031746,0.7832024739106782,0.6465625269590081,0.6606610164567674
141,"birth cloned human baby
",0.5069047619047619,0.37714838652919147,0.37994992542064054,0.49606894892159437
142,"illegal felling tree
",0.8804365079365079,0.7358862149632273,0.824162948886186,0.8305018582207369
143,"tata s car nano
",1.0,0.9860244668042654,0.7130715532610409,0.805830557240765
144,"bhopal gas tragedy
",0.45853174603174596,0.4880623130739229,0.6694096612363172,0.8265805760228918
145,"assassination benazir bhutto
",0.666031746031746,0.5583737429151515,0.3001909252115891,0.27391461582873283
146,"ram janmabhoomi verdict
",0,0,0,0
147,"cyber crime india
",0.30674603174603177,0.48309404067724504,0.436997448444198,0.558759151538797
148,"popularity social networking site
",1.0,1.0,0.7857664149188709,0.7918857268194708
149,"commonwealth game delhi
",0.18023809523809523,0.33774470885152,0.3147879537070589,0.5297817950832575
150,"bill gate philanthropic endeavour
",0.7346428571428572,0.6177262602378701,0.662591761385205,0.5736979326890458
151,"an indian win nobel prize chemistry
",0.9788888888888889,0.9069661794603746,0.9607888793498505,0.8820035047789933
152,"successful missile test india
",0.850873015873016,0.8337333012274964,0.5719096882456214,0.639167009777537
153,"structure solar system
",0.8364285714285714,0.7066960995231119,0.7176855980743048,0.6437705600643673
154,"a raja 2g spectrum scam
",0.2928968253968254,0.1798869828571841,1.0,1.0
155,"attack taj mumbai
",0.47936507936507927,0.5443394028572046,0.5136553691486021,0.48798541125945394
156,"shashi tharoor ipl controversy
",0.925436507936508,0.730226815238425,0.9187363747133473,0.9187363747133473
157,"successful indian film
",0.2928968253968254,0.19719584938625187,0.06608020551150848,0.17845278715039636
158,"america s attack afghanistan
",0.20289682539682538,0.2337411635921698,0.18619433659862458,0.3551001207669044
159,"sheikh hasina 2008 election
",0.41158730158730156,0.4535919661693654,0.5432287639593657,0.5490511995241508
160,"iraq war 2003
",0.08456349206349206,0.07822031619051742,0.0886794450260214,0.12866376792553216
161,"george bush s anti terrorism operation
",0.32313492063492066,0.38883436266176213,0.38375025478150376,0.42299551243870787
162,"catastrophic tornado
",1.0,1.0,0.696490154091376,0.7197179354338908
163,"tiger conservation india
",0.6542063492063492,0.6829395372429425,0.367769879223385,0.5089640899692511
164,"michael jackson child abuse
",0.5642063492063492,0.686332918672315,0.7199222288009911,0.7448467106815524
165,"marriage divorce law
",0.34579365079365076,0.27321253587313965,0.37680320153192864,0.37680320153192864
166,"the kanishka air disaster
",0.0,0.0334385701587714,0.0,0.9602525677891276
167,"chechen rebel government
",1.0,1.0,0.7341107197000805,0.797511152947447
168,"suu kyi house arrest
",0.9054365079365079,0.8305176535710592,0.6026018243851248,0.6543185390000003
169,"naxalite attack
",0,0,0,0
170,"development indian hockey
",0.3420238095238095,0.3272066308734265,0.37424255491179476,0.5349391483498868
171,"prime witness best bakery case
",0,0,0,0
172,"female foeticide india
",0.7622619047619048,0.6150533520057514,0.678882670705885,0.8459691386670188
173,"2008 olympics
",0.0,0.05431886525926773,0.0,0.14333736269002162
174,"international economic slump
",0.01,0.06733168577208826,0.16128091221000232,0.23600464967332224
175,"sachin tendulkar s record run test cricket
",0.9209920634920634,0.8096800935132975,0.6271234181841786,0.584785399898033
,,0.5249269841269839,0.5061674918949299,0.4776884365942069,0.5526271621247629
