query_id,query,AP@10,AP@20,NDCG@10,NDCG@20
126,"swine flu vaccine
",0.5542063492063491,0.6382173150207207,0.4071306787743084,0.5135777753806591
127,"rare cosmic event
",0.2928968253968254,0.1798869828571841,0.1558158733809604,0.1558158733809604
128,"godhra train attack
",0.1928968253968254,0.1298869828571841,3.321928094887363,3.321928094887363
129,"michael jackson s untimely death
",0.49309523809523814,0.6462319085713049,0.47213728466100985,0.5867785674475284
130,"price hike petroleum product
",0.6449206349206349,0.5005037014499091,0.6969187090192622,0.796639185481168
131,"abduction murder journalist
",0.6089285714285715,0.6655798187880231,0.599819507101469,0.6631037631643034
132,"barack obama s victory
",0.2265079365079365,0.18013110857151102,0.22467383874372734,0.22467383874372734
133,"torture abu ghraib prison
",1.0,0.9463804354400329,0.840982207367688,0.8272414471770225
134,"ban slapped simi
",0.0,0.0,0.0,0.0
135,"india s agriculture friendly central budget
",0.0,0.0,0.0,0.0
136,"piracy world entertainment
",0.6282539682539683,0.5842566179950082,0.4206770880518788,0.5327257704347921
137,"the death ltte head
",0.3265079365079365,0.23013110857151098,0.12242971911425478,0.12242971911425478
138,"india s woman s reservation bill
",0.0,0.0,0.0,0.0
139,"vanquishing somali pirate
",0.7925396825396825,0.8293927009522987,0.4213314993726512,0.5479267037099658
140,"search life water space
",0.7071031746031746,0.7420395140635079,0.8444169419130172,0.714309598194215
141,"birth cloned human baby
",0.01,0.05178910335450583,0.08348734071865967,0.2155086524026098
142,"illegal felling tree
",0.925436507936508,0.7763253335931354,0.8490003068195716,0.9548924402572609
143,"tata s car nano
",0.9521031746031745,0.9039110350004312,0.7859423945502114,0.8429713421689129
144,"bhopal gas tragedy
",0.533968253968254,0.42054727414828036,0.4279981531341435,0.5470368073853684
145,"assassination benazir bhutto
",0.656031746031746,0.5533737429151515,0.2671508224558349,0.26669302877800155
146,"ram janmabhoomi verdict
",0,0,0,0
147,"cyber crime india
",0.06472222222222221,0.19084184069284688,0.23425316574245417,0.3583160999660905
148,"popularity social networking site
",1.0,1.0,0.7841820879003036,0.7902178660326148
149,"commonwealth game delhi
",0.2617460317460317,0.4161731042864944,0.4661515385842892,0.6315542283617963
150,"bill gate philanthropic endeavour
",0.48059523809523813,0.5787307650639695,0.47341988391802287,0.533733488988776
151,"an indian win nobel prize chemistry
",0.42218253968253966,0.499609315692907,0.3904188405641827,0.5123080947568309
152,"successful missile test india
",0.31658730158730164,0.4622076843864769,0.3579884476462004,0.5427353532953192
153,"structure solar system
",0.9354365079365079,0.8240512340686488,0.931705571186549,0.7454293547964644
154,"a raja 2g spectrum scam
",0.2928968253968254,0.1798869828571841,1.0,1.0
155,"attack taj mumbai
",0.19412698412698412,0.1830477445241377,0.18351625829426021,0.2826525444617217
156,"shashi tharoor ipl controversy
",0.9209920634920634,0.7234591384707483,0.8734472715858256,0.9510551781296991
157,"successful indian film
",0.2928968253968254,0.19719584938625187,0.05140052833192635,0.13880960978908705
158,"america s attack afghanistan
",0.0,0.020880295100496337,0.0,0.0830206190805866
159,"sheikh hasina 2008 election
",0.3917460317460317,0.4669372472642596,0.43797166404128884,0.4887008923945169
160,"iraq war 2003
",0.1928968253968254,0.1546134318038343,0.20590729484493847,0.24685816674499492
161,"george bush s anti terrorism operation
",0.3053571428571428,0.33776641315341,0.3004324738831058,0.39051602443025596
162,"catastrophic tornado
",1.0,1.0,0.696490154091376,0.7197179354338908
163,"tiger conservation india
",0.1492857142857143,0.31910644652904707,0.24341771006264012,0.4119581942501715
164,"michael jackson child abuse
",0.7071031746031746,0.7866744469840448,0.7564984163561103,0.7675584374593877
165,"marriage divorce law
",0.26869047619047615,0.33576891718532587,0.3011225897276174,0.5274414012636093
166,"the kanishka air disaster
",0.0,0.0,0.0,0.0
167,"chechen rebel government
",0.44146825396825395,0.3569884076192125,0.45385411869956055,0.5286556781706032
168,"suu kyi house arrest
",0.956388888888889,0.8814592762328834,0.5766076622448064,0.6608159292894604
169,"naxalite attack
",0,0,0,0
170,"development indian hockey
",0.15357142857142858,0.21053999492079986,0.24198061500232385,0.30543430202478317
171,"prime witness best bakery case
",0,0,0,0
172,"female foeticide india
",0.14607142857142857,0.25299197706318444,0.24435664107636434,0.4314086315391945
173,"2008 olympics
",0.01,0.06733168577208826,0.08064045610500116,0.23008793103164102
174,"international economic slump
",0.0,0.0,0.0,0.0
175,"sachin tendulkar s record run test cricket
",0.9143253968253969,0.856364327322145,0.6898400570990737,0.657725147006546
,,0.40728968253968245,0.4056242242106021,0.43834887814108453,0.4954192743361231
