query_id,query,AP@10,AP@20,NDCG@10,NDCG@20
126,"swine flu vaccine
",0.956388888888889,0.8162898777778806,0.6032077779289651,0.5978427765924025
127,"rare cosmic event
",0.06456349206349207,0.06572031619051744,1.285097208938469,1.285097208938469
128,"godhra train attack
",0.0,0.0,0.0,0.0
129,"michael jackson s untimely death
",0.5142063492063491,0.6902260342856319,0.617067936648268,0.719515197178858
130,"price hike petroleum product
",0.44202380952380943,0.372075051926058,0.24580917778432226,0.42910423868729347
131,"abduction murder journalist
",0.6878174603174603,0.6787613339103276,0.45085776887189194,0.5701790638737328
132,"barack obama s victory
",0.2928968253968254,0.28709169678790414,0.0708759966955136,0.22883942918097422
133,"torture abu ghraib prison
",0.956388888888889,0.8570743863120025,0.8315519113846246,0.8876243659038466
134,"ban slapped simi
",0.0,0.0,0.0,0.0
135,"india s agriculture friendly central budget
",0.0,0.0,0.0,0.0
136,"piracy world entertainment
",0.7132539682539683,0.49038126476206967,0.9814295118219044,0.9814295118219044
137,"the death ltte head
",0.18650793650793648,0.19356967873028244,0.4629703001740819,0.4629703001740819
138,"india s woman s reservation bill
",0.17650793650793647,0.1724399751005788,0.5811027225727682,0.6957284280398324
139,"vanquishing somali pirate
",1.0,1.0,0.7028527585759763,0.6847693393438097
140,"search life water space
",0.8875396825396826,0.7784922587302617,0.6030040299032855,0.5843579702814007
141,"birth cloned human baby
",0.047896825396825396,0.1362247706713651,0.10961944310377458,0.43119355971786755
142,"illegal felling tree
",0.8228174603174603,0.5786015809525873,0.6728499236252581,0.6728499236252581
143,"tata s car nano
",1.0,1.0,0.7176076521025329,0.8304622572258538
144,"bhopal gas tragedy
",0.2928968253968254,0.1798869828571841,1.0,1.0
145,"assassination benazir bhutto
",0.7255952380952382,0.6915534774822699,0.4657043517710377,0.5078941041496994
146,"ram janmabhoomi verdict
",0,0,0,0
147,"cyber crime india
",0.7861507936507937,0.560268247619254,0.7033503985589186,0.7033503985589186
148,"popularity social networking site
",1.0,1.0,0.7818981176112048,0.8175374092481743
149,"commonwealth game delhi
",0.7071031746031746,0.7205730945610976,0.9339197944884914,0.8934290570534114
150,"bill gate philanthropic endeavour
",0.968888888888889,0.7519530057146155,1.0105298785382735,1.0105298785382735
151,"an indian win nobel prize chemistry
",0.966388888888889,0.8726563971803911,0.9577378607794348,0.8199413766665303
152,"successful missile test india
",0.8718253968253966,0.7323143752961861,0.7207747762307437,0.822726239057305
153,"structure solar system
",0.99,0.875678187481593,0.9339197944884915,0.9769689093735386
154,"a raja 2g spectrum scam
",0.0,0.0,0.0,0.0
155,"attack taj mumbai
",0.7382539682539683,0.5168567979578044,0.4194321965663779,0.3838030561673676
156,"shashi tharoor ipl controversy
",0.5703571428571428,0.41272073085153577,0.5354414061325591,0.6129909691980416
157,"successful indian film
",0.4936904761904762,0.3805995187303236,0.4399060695710947,0.4399060695710947
158,"america s attack afghanistan
",0.0,0.03485582829623077,0.0,0.10447893442062994
159,"sheikh hasina 2008 election
",0.7923809523809523,0.7300781676613718,0.5687599651682066,0.641981170919684
160,"iraq war 2003
",0.41103174603174597,0.4249821345235432,0.5125447326110736,0.4399625806410004
161,"george bush s anti terrorism operation
",0.13246031746031744,0.13310729904770152,0.2619413425682985,0.2619413425682985
162,"catastrophic tornado
",1.0,1.0,0.8221700842712384,0.8116962407865502
163,"tiger conservation india
",0.6579761904761905,0.7013463183703121,0.5873949054262163,0.6599863392843236
164,"michael jackson child abuse
",0.5548015873015874,0.51811257928518,0.3608988307468547,0.45796518957961424
165,"marriage divorce law
",0.6765873015873016,0.49698837690517267,0.5947405892630658,0.7636365929901714
166,"the kanishka air disaster
",0.15746031746031747,0.14560729904770153,0.35206470311739213,0.35206470311739213
167,"chechen rebel government
",0.0,0.0,0.0,0.0
168,"suu kyi house arrest
",1.0,0.9891494668042654,0.7778506125101937,0.8163109522807813
169,"naxalite attack
",0,0,0,0
170,"development indian hockey
",0.48579365079365083,0.35718806906887407,0.47604642428391625,0.7790587770310549
171,"prime witness best bakery case
",0,0,0,0
172,"female foeticide india
",0.8228174603174603,0.5786015809525873,1.0,1.0
173,"2008 olympics
",0.0,0.0,0.0,0.0
174,"international economic slump
",0.0,0.041693756449948396,0.0,0.2922811490048904
175,"sachin tendulkar s record run test cricket
",0.850873015873016,0.7488240848418867,0.6589019787840174,0.6523795106026268
,,0.508042857142857,0.4542508800624898,0.49623665867237454,0.5416956904278991
